relative_day,up_rate,up_cat,1_day_sentiment_score,past_7_days_senti_avg,past_3_days_senti_avg,1_day_news_count,1_day_overall_sentiment_score,open,high,low,close,volume,company_amazon,company_apple,company_facebook,company_google,company_microsoft,company_netflix,company_tesla
-53,-0.024206369557413208,-1,0.17457806655947827,0.12909176069762768,0.1808814788578944,928,162.00844576719584,1732.5,1743.92,1701.87,1712.43,5902200,1,0,0,0,0,0,0
-50,0.0,0,0.13498759215628656,0.13003985892930228,0.058192688853159424,1130,152.5359791366038,1698.24,1708.55,1630.01,1636.85,6806200,1,0,0,0,0,0,0
-49,-0.003470079726303471,0,0.09602259860471073,0.12174429932706395,0.04499586405209552,3107,298.3422138648362,1649.29,1677.06,1613.75,1631.17,5933300,1,0,0,0,0,0,0
-48,-0.019715909439236914,-1,0.13274570099263713,0.11228897161881617,0.07700339692033242,2081,276.24380376567785,1656.32,1673.0,1597.07,1599.01,6486900,1,0,0,0,0,0,0
-47,0.012776655555625084,1,0.12298800750410932,0.10371134124278183,0.12125196391787815,1475,181.40731106856128,1581.01,1624.82,1546.51,1619.44,8427300,1,0,0,0,0,0,0
-46,-0.016073457491478517,-1,0.13064409004235872,0.09447456654531744,0.1172521023671524,1343,175.45501292688775,1587.5,1614.48,1573.12,1593.41,6066100,1,0,0,0,0,0,0
-43,0.0,0,0.12968417185103506,0.08819828418572892,0.043548030014119575,1272,164.9582665945166,1577.01,1581.19,1503.36,1512.29,7790000,1,0,0,0,0,0,0
-42,-0.01112881788545843,-1,0.1480049131547755,0.08744065271355014,0.04322805728367835,1272,188.26224953287445,1437.5,1534.75,1420.0,1495.46,10878800,1,0,0,0,0,0,0
-41,0.014223048426571076,1,0.16202748716709064,0.09486669764927368,0.0925630283352702,1361,220.5194100344104,1542.99,1550.0,1515.0,1516.73,5716800,1,0,0,0,0,0,0
-39,0.0,0,0.1297754207102638,0.08148009460217999,0.10334413344062206,1529,198.4266182659933,1517.0,1536.2,1501.81,1502.06,2707600,1,0,0,0,0,0,0
-36,0.0,0,0.12499752519598807,0.08135599898330928,0.04325847357008794,1659,207.37089430014424,1539.0,1584.81,1524.22,1581.33,6257700,1,0,0,0,0,0,0
-35,5.691411659814557e-05,0,0.13690592041201796,0.0806864780325883,0.04166584173199602,1271,174.00742484367484,1575.99,1597.65,1558.01,1581.42,5783200,1,0,0,0,0,0,0
-34,0.06091360928785518,2,0.1502394531694947,0.0791009076407658,0.08730114853600203,1324,198.91703599641102,1613.92,1681.45,1601.22,1677.75,8458700,1,0,0,0,0,0,0
-33,-0.002491431977350656,0,0.14230572533578176,0.07741690278396636,0.1373809662591669,1152,163.9361955868206,1674.99,1689.99,1652.33,1673.57,6613200,1,0,0,0,0,0,0
-32,0.009918915850547116,0,0.14759895363343642,0.09774629211764947,0.1431503663057648,1073,158.37367724867727,1679.5,1696.0,1666.5,1690.17,5761800,1,0,0,0,0,0,0
-29,0.0,0,0.17145069852961406,0.10029251110667413,0.049199651211145466,1226,210.19855639730682,1769.46,1778.34,1730.0,1772.36,6862300,1,0,0,0,0,0,0
-28,-0.058656254936920164,-2,0.14016200685661476,0.10692867872576356,0.057150232843204675,1275,178.7065587421838,1756.0,1770.34,1665.0,1668.4,8694500,1,0,0,0,0,0,0
-26,0.0,0,0.15029169466055073,0.085931054907921,0.1038709017954096,1119,168.17640632515625,1614.87,1701.05,1609.85,1699.19,8789400,1,0,0,0,0,0,0
-25,-0.04123141026018276,-1,0.1796482527668692,0.08707190766860227,0.09681790050572182,1077,193.48116822991813,1705.07,1718.93,1625.46,1629.13,7576100,1,0,0,0,0,0,0
-8,0.0,0,0.1787262477423877,0.0,0.0,364,65.05635417822913,1346.0,1396.03,1307.0,1343.96,7220000,1,0,0,0,0,0,0
-6,0.0,0,0.14420441834970485,0.025532321106055387,0.05957541591412924,838,120.84330257705268,1368.89,1473.16,1363.01,1470.9,10411800,1,0,0,0,0,0,0
-5,-0.006295465361343389,0,0.15592462143888106,0.04613295229887037,0.10764355536403084,824,128.48188806563795,1454.2,1469.0,1390.31,1461.64,9722000,1,0,0,0,0,0,0
-4,0.011206589857967679,1,0.11937357933213542,0.0684078982187105,0.10004301326286197,935,111.61429667554664,1473.35,1513.47,1449.0,1478.02,8829000,1,0,0,0,0,0,0
-1,0.0,0,0.17951636118242226,0.08546126669472986,0.03979119311071181,688,123.5072564935065,1510.8,1520.76,1487.0,1501.97,6954500,1,0,0,0,0,0,0
13,0.0,0,0.061718749999999975,0.03712510909933505,0.0,32,1.9749999999999996,1615.0,1648.2,1595.15,1617.21,6005900,1,0,0,0,0,0,0
15,0.005505923944200284,0,0.050847092969419035,0.03371662296335781,-0.007953134317280218,1122,57.050438311688154,1684.22,1705.0,1675.88,1683.78,6366900,1,0,0,0,0,0,0
16,0.005606433144472589,0,0.1287322838407595,0.02081531147821316,0.008995896672526128,1112,143.15029963092456,1680.0,1700.17,1677.5,1693.22,4208900,1,0,0,0,0,0,0
17,0.0017599603123043773,0,0.16188091142922187,0.02224571055119113,0.03133374128611264,1154,186.810571789322,1712.0,1716.2,1691.54,1696.2,6020500,1,0,0,0,0,0,0
21,0.0,0,0.1563220063270063,0.036554590755365685,0.0,875,136.7817555361305,1681.0,1681.87,1610.2,1632.17,6416800,1,0,0,0,0,0,0
22,0.004809548025021848,0,0.1461531195641697,0.07111175636662953,0.05210733544233543,957,139.8685354229104,1656.0,1657.43,1612.0,1640.02,5225200,1,0,0,0,0,0,0
23,0.009091352544481214,0,0.16403429406722214,0.08472690302302248,0.10082504196372533,987,161.90184824434826,1641.07,1657.26,1631.78,1654.93,4089900,1,0,0,0,0,0,0
24,0.009450550778582702,0,0.17282731568234536,0.08977004734108858,0.15550313998613272,845,146.03908175158182,1670.5,1683.48,1661.61,1670.57,4945900,1,0,0,0,0,0,0
27,0.0,0,0.18475047715124535,0.09133381937724906,0.05760910522744845,781,144.29012265512262,1643.59,1645.0,1614.09,1637.89,4837700,1,0,0,0,0,0,0
28,-0.026869936320509918,-1,0.12793767181267166,0.11772674468456985,0.06158349238374846,555,71.00540785603275,1631.27,1632.38,1590.72,1593.88,4632800,1,0,0,0,0,0,0
29,0.048027455015434005,1,0.13307980066623692,0.1136718397539506,0.10422938298797234,1034,137.60451388888902,1623.0,1676.95,1619.68,1670.43,5783800,1,0,0,0,0,0,0
30,0.028914710583502427,1,0.13778989655396398,0.11180422276853164,0.14858931654338464,311,42.852657828282794,1692.85,1736.41,1679.08,1718.73,10910300,1,0,0,0,0,0,0
73,0.015502129022310181,1,0.20687500929768984,0.12333325473921072,0.1959722248298894,1067,220.73563492063502,1703.0,1718.8,1693.13,1712.36,7550900,1,0,0,0,0,0,0
76,0.0,0,0.12392507452533708,0.13114386985415186,0.06895833643256327,1238,153.4192422623673,1712.7,1750.0,1712.63,1742.15,5429100,1,0,0,0,0,0,0
77,0.011307866716413522,1,0.15947871362463664,0.1312452511875279,0.041308358175112365,1165,185.79270137270169,1753.51,1784.16,1753.51,1761.85,6364200,1,0,0,0,0,0,0
78,0.02010386809319753,1,0.11292146594730952,0.14316148600387898,0.09446792938332456,1393,157.29960206460214,1769.94,1799.5,1767.03,1797.27,6265600,1,0,0,0,0,0,0
79,0.012235223422190328,1,0.10836595697456884,0.12700279836789258,0.13210841803242776,1167,126.46307178932184,1796.26,1823.75,1787.28,1819.26,5767800,1,0,0,0,0,0,0
80,-0.029951738618998937,-1,0.17313411450164187,0.10165231719564884,0.126922045515505,920,159.28338534151052,1810.17,1818.98,1763.11,1764.77,6363000,1,0,0,0,0,0,0
86,0.0,0,0.26125871114243204,0.04021429592517296,0.0,129,33.702373737373726,1770.0,1777.93,1753.47,1773.42,3043000,1,0,0,0,0,0,0
87,0.004133256645351878,0,0.2166858069218905,0.06205611794915341,0.08708623704747735,1006,217.98592176342186,1786.58,1792.86,1776.63,1780.75,3320800,1,0,0,0,0,0,0
147,0.0,0,0.14345681727592427,0.09088294514513001,0.0,823,118.06496061808565,1832.75,1849.27,1827.35,1836.43,3200000,1,0,0,0,0,0,0
148,-0.009387779550541,0,0.14692430481695032,0.07982010040418767,0.047818939091974766,928,136.34575487012992,1823.12,1830.0,1807.53,1819.19,4279000,1,0,0,0,0,0,0
149,-0.0015776252068228818,0,0.16338193256573905,0.07909508432320912,0.09679370736429152,863,140.99860780423282,1825.49,1829.47,1807.83,1816.32,3146900,1,0,0,0,0,0,0
150,-0.02271075581395349,-1,0.1814563575291631,0.08344833957346535,0.15125435155287126,843,152.9677093970845,1790.01,1795.59,1772.7,1775.07,4618800,1,0,0,0,0,0,0
177,0.003398618422092625,0,0.16890958233308986,0.09758384174222967,0.12700203697648488,804,135.80330419580423,1902.0,1911.24,1898.04,1904.28,2141700,1,0,0,0,0,0,0
178,-0.005592664944230818,0,0.15811740737807806,0.10027890641918047,0.18330523108751484,820,129.656274050024,1909.1,1912.94,1884.0,1893.63,3037400,1,0,0,0,0,0,0
191,0.0,0,0.08840016126431237,0.05259657263288388,0.08037302405664948,1325,117.13021367521392,2025.62,2035.8,1995.3,2001.07,4317800,1,0,0,0,0,0,0
192,0.0049623451453472715,0,0.11798720050078752,0.06522516709921422,0.06870724329522188,1196,141.11269179894185,2008.27,2017.0,2003.87,2011.0,2509300,1,0,0,0,0,0,0
195,0.0,0,0.15159384305195195,0.06392949056214976,0.039329066833595834,4182,633.965451643263,2021.4,2022.9,2001.55,2020.99,2981300,1,0,0,0,0,0,0
196,-0.005487409635871489,0,0.1720692024546388,0.0679575390626293,0.05053128101731732,2515,432.7540441734166,2010.58,2026.32,2001.22,2009.9,2618200,1,0,0,0,0,0,0
197,-0.008890989601472771,0,0.1048850763229087,0.07572148675309866,0.10788768183553027,1504,157.7471547896547,2007.05,2012.0,1992.03,1992.03,2558800,1,0,0,0,0,0,0
198,-0.007093266667670608,0,0.08783364862413677,0.09070506908494276,0.1428493739431665,1283,112.69057118476748,1980.01,1987.5,1951.55,1977.9,3504300,1,0,0,0,0,0,0
199,-0.0067647504929471206,0,0.12626275739159398,0.09062413870777483,0.12159597580056145,619,78.15664682539669,1991.21,1996.0,1962.23,1964.52,3185600,1,0,0,0,0,0,0
202,0.0,0,0.1387769688713942,0.09180636112074717,0.042087585797197985,1164,161.53639176630284,1971.14,1989.0,1958.26,1985.63,2900000,1,0,0,0,0,0,0
203,0.00446205990038421,0,0.16437000012657926,0.08997537909495322,0.04625898962379807,1102,181.1357401394903,1995.99,1997.79,1973.13,1994.49,2703500,1,0,0,0,0,0,0
204,0.0031687298507387532,0,0.1549655770459764,0.08887549304808755,0.10104898966599114,1065,165.03833955396487,1969.3,2001.3,1965.87,2000.81,2631300,1,0,0,0,0,0,0
205,-0.01348953673762127,-1,0.12261024981431368,0.09602985029424008,0.15270418201464994,1132,138.79480278980307,2001.0,2001.2,1972.72,1973.82,4136500,1,0,0,0,0,0,0
206,-0.015589060805949875,-1,0.15715103307299708,0.10099793617855107,0.14731527566228975,1227,192.8243175805674,1942.0,1950.9,1924.51,1943.05,4927100,1,0,0,0,0,0,0
209,0.0,0,0.12084972082022775,0.10541054699018007,0.05238367769099903,1085,131.12194708994713,1930.0,1932.23,1890.54,1912.45,4493200,1,0,0,0,0,0,0
210,-0.007278621663311497,0,0.17346282097860705,0.10284951155429917,0.040283240273409265,1267,219.77739417989517,1891.12,1909.89,1883.48,1898.53,2910900,1,0,0,0,0,0,0
211,-0.016723464996602634,-1,0.17641633668446385,0.10414848596173172,0.0981041805996116,993,175.18142232767258,1898.11,1899.55,1849.44,1866.78,4470700,1,0,0,0,0,0,0
216,0.0,0,0.13940991462190694,0.10499589948296396,0.04483476841170759,911,127.00243222055721,1770.22,1788.67,1748.78,1765.13,6058200,1,0,0,0,0,0,0
217,0.012860242588364492,1,0.1176517224247487,0.10764735574034667,0.04646997154063565,1140,134.1229635642135,1792.23,1793.77,1753.4,1787.83,5070300,1,0,0,0,0,0,0
218,0.0031155087452387326,0,0.12054148150728775,0.09967434166122408,0.08568721234888521,1104,133.0777955840457,1773.99,1798.93,1757.0,1793.4,4526900,1,0,0,0,0,0,0
219,0.02201962752314041,1,0.13055813190884547,0.09169221949305606,0.1258677061846478,1086,141.7861312530062,1806.0,1834.26,1798.11,1832.89,3701200,1,0,0,0,0,0,0
220,-0.013808793762855476,-1,0.13210189882094878,0.09180936509970164,0.12291711194696064,1042,137.65017857142865,1828.95,1831.09,1802.22,1807.58,2879800,1,0,0,0,0,0,0
223,0.0,0,0.12292513037836594,0.09146616418339107,0.04403396627364959,989,121.57295394420393,1795.99,1800.98,1777.0,1784.92,2905500,1,0,0,0,0,0,0
224,0.022085023418416425,1,0.09796328973899067,0.08911119500574237,0.04097504345945532,1070,104.82072002072002,1783.0,1831.74,1780.0,1824.34,3994000,1,0,0,0,0,0,0
225,-0.0336450442351754,-1,0.1194281251411776,0.0862985617649198,0.0736294733724522,1086,129.69894390331888,1793.01,1795.65,1757.22,1762.96,4893600,1,0,0,0,0,0,0
226,0.0074647184280981155,0,0.11879864727773393,0.08613951085547547,0.1134388484195114,1823,216.56993398730893,1781.99,1788.0,1761.96,1776.12,3759100,1,0,0,0,0,0,0
227,0.009261761592685205,0,0.16001875091239665,0.08445958447960243,0.11206335405263408,1743,278.9126828403073,1792.89,1802.91,1784.55,1792.57,3018000,1,0,0,0,0,0,0
230,0.0,0,0.09738080765887784,0.08844770620695211,0.05333958363746555,1425,138.76765091390095,1818.08,1826.0,1812.61,1816.12,2816300,1,0,0,0,0,0,0
231,-0.00811620377508082,0,0.009832547643180305,0.08479851724702525,0.03246026921962595,10444,102.6911275853751,1814.5,1816.82,1799.88,1801.38,1929500,1,0,0,0,0,0,0
232,0.01230167982324654,1,-0.04394260458467918,0.07220841123333806,0.035737785100686065,28261,-1241.8619481676185,1819.39,1829.58,1815.0,1823.54,2031800,1,0,0,0,0,0,0
233,-0.010353488270068044,-1,-0.025369118058320508,0.04886973555821565,0.021090250239126324,23603,-598.787293530539,1828.0,1829.41,1800.1,1804.66,2653500,1,0,0,0,0,0,0
234,-0.030498819722274664,-1,0.025607642197562976,0.028274340510207874,-0.01982639166660647,11499,294.4622776297767,1793.03,1804.9,1745.23,1749.62,5270800,1,0,0,0,0,0,0
237,0.0,0,0.049425320771582654,0.00907275355094592,0.008535880732520994,3732,184.45529711954646,1766.91,1770.0,1743.51,1768.87,3080000,1,0,0,0,0,0,0
238,-0.003979941996868037,0,0.034571171014926426,0.002221969709903749,0.016475106923860883,3527,121.9325201696455,1775.73,1779.4,1746.68,1761.83,3019700,1,0,0,0,0,0,0
239,0.0013735717975060435,0,-0.0023197772529646235,0.0057560587630103395,0.027998830595503028,2797,-6.488416976542053,1755.0,1767.86,1744.05,1764.25,2419700,1,0,0,0,0,0,0
240,0.012554910018421477,1,0.08713221552678822,0.011702176953255277,0.027225571511181487,2893,252.07349951899837,1783.0,1798.55,1777.25,1786.4,3015100,1,0,0,0,0,0,0
241,-0.0056594267801165065,0,0.15121173634390914,0.02777379603684224,0.03979453642958334,1882,284.58048779923706,1797.49,1799.74,1764.57,1776.29,3058700,1,0,0,0,0,0,0
245,0.0,0,0.10783818005573706,0.038656477947522735,0.0,1310,141.26801587301554,1770.0,1800.8,1768.0,1789.84,3543000,1,0,0,0,0,0,0
246,0.006022884727126432,0,0.10986645810027304,0.049123193524781415,0.03594606001857902,1367,150.18744822307326,1805.0,1807.63,1796.23,1800.62,2324100,1,0,0,0,0,0,0
247,0.022270106963157208,1,0.11879419307885355,0.06514979857524393,0.07256821271867002,1356,161.08492581492544,1821.95,1842.0,1815.58,1840.72,3310800,1,0,0,0,0,0,0
248,-0.003916945543048393,0,0.11787751029434575,0.06967293822553898,0.1121662770782879,1234,145.4608477032227,1838.22,1840.65,1826.4,1833.51,2496900,1,0,0,0,0,0,0
251,0.0,0,0.13781600859363793,0.06491090593274419,0.039292503431448585,1122,154.62956164206176,1841.0,1850.0,1824.61,1831.35,2999500,1,0,0,0,0,0,0
252,-0.005897288885248562,0,0.10180157668120626,0.08459890716040676,0.04593866953121265,1080,109.94570281570276,1822.75,1825.81,1805.34,1820.55,2613900,1,0,0,0,0,0,0
253,0.0013402543187498587,0,0.01784942249080653,0.08373653524975952,0.07987252842494806,1091,19.473719937469927,1812.14,1833.42,1809.08,1822.99,2432800,1,0,0,0,0,0,0
254,0.011278174866565335,1,0.13542162468174493,0.07059124444840716,0.08582233592188357,914,123.77536495911484,1837.63,1853.66,1834.28,1843.55,2823500,1,0,0,0,0,0,0
255,-0.0022836375471237762,0,0.13639155956429547,0.07296659182024877,0.08502420795125258,967,131.89063809867372,1842.01,1846.12,1835.17,1839.34,1971300,1,0,0,0,0,0,0
258,0.0,0,0.14416698757956445,0.07561145600167016,0.04546385318809849,815,117.49609487734502,1824.02,1825.69,1800.2,1807.84,3675500,1,0,0,0,0,0,0
259,0.00813678201610764,0,0.11085705826115884,0.07651873871394536,0.048055662526521485,1134,125.71190406815413,1807.08,1823.99,1804.1,1822.55,1982400,1,0,0,0,0,0,0
260,-0.002792790321253144,0,0.11997668439718916,0.07781237893965287,0.08500801528024109,1129,135.45367668442657,1817.04,1822.06,1795.5,1817.46,2505600,1,0,0,0,0,0,0
261,0.0022228824843462656,0,0.1425341486097534,0.09240198778342183,0.1250002434126375,1116,159.06810984848482,1821.02,1832.57,1817.9,1821.5,2031500,1,0,0,0,0,0,0
262,-0.015009607466373824,-1,0.13116150730754328,0.0934180626302802,0.1244559637560338,1028,134.8340295121545,1821.71,1830.63,1780.92,1794.16,5341900,1,0,0,0,0,0,0
265,0.0,0,0.1661798355660565,0.09267091230788704,0.04372050243584776,1114,185.1243368205869,1777.0,1792.7,1767.32,1785.3,2922300,1,0,0,0,0,0,0
266,-0.02447207752198513,-1,0.1383593607001514,0.09581560487738587,0.055393278522018835,1056,146.10748489935986,1790.61,1795.71,1735.55,1741.61,4616000,1,0,0,0,0,0,0
267,0.015342125963906975,1,0.14592333937230004,0.0997445052258134,0.1015130654220693,1227,179.0479374098122,1747.36,1773.0,1723.0,1768.33,3493200,1,0,0,0,0,0,0
268,-0.01611124620404563,-1,0.15043337491686348,0.10345117022225782,0.15015417854616933,1181,177.66181577681579,1762.79,1763.37,1731.5,1739.84,3536800,1,0,0,0,0,0,0
269,-0.008270875482802944,0,0.137316444264124,0.10457963112327354,0.14490535832977167,1099,150.9107722462723,1748.0,1749.12,1713.82,1725.45,3907200,1,0,0,0,0,0,0
272,0.0,0,0.10774947026819627,0.1054589078313565,0.04577214808804134,1562,168.3046725589226,1726.99,1737.46,1709.22,1735.91,2644700,1,0,0,0,0,0,0
-61,0.0,0,0.0662038084847551,0.0,0.0,2060,136.3798454785955,151.52,152.75,149.35,151.75,25640800,0,0,1,0,0,0,0
-60,-0.009225700164744685,0,0.06445277833065208,0.009457686926393585,0.022067936161585037,1740,112.14783429533459,151.8,154.13,148.96,150.35,24708700,0,0,1,0,0,0,0
-57,0.0,0,0.05182639218528561,0.018665226687915308,0.02148425944355069,1979,102.56443013468021,150.1,150.19,147.44,148.68,15971200,0,0,1,0,0,0,0
-56,0.00847457627118638,0,0.06232770403806093,0.02606899700009897,0.017275464061761867,2018,125.77730674880694,149.31,150.97,148.0,149.94,16667100,0,0,1,0,0,0,0
-55,0.010604241696678694,1,0.060576471973793684,0.03497295471982196,0.03805136540778218,1820,110.24917899230452,151.57,153.01,149.83,151.53,21877400,0,0,1,0,0,0,0
-54,-0.024153632943971468,-1,0.06483900918115296,0.04362673643036392,0.05824352273238007,1712,111.00438371813385,150.49,150.94,146.74,147.87,24145800,0,0,1,0,0,0,0
-53,-0.019679448163927752,-1,0.07023509450431442,0.0434317651012779,0.06258106173100253,1743,122.41976972102005,146.75,147.76,144.07,144.96,17326900,0,0,1,0,0,0,0
-50,0.0,0,0.0315373709458531,0.044257810268943945,0.02341169816810481,3444,108.61470553751808,144.48,145.04,140.49,141.55,18542100,0,0,1,0,0,0,0
-49,0.004309431296361604,0,0.04656586067208315,0.04135937866331073,0.01051245698195103,2716,126.47287758537784,142.0,144.88,141.62,142.16,15141700,0,0,1,0,0,0,0
-48,0.014490714687675875,1,0.037487985094121885,0.03910768675388533,0.026034410539312085,2485,93.15764295889288,143.7,145.58,141.55,144.22,22068400,0,0,1,0,0,0,0
-47,-0.0025655248925253397,0,0.02449814175301273,0.035809331485360786,0.03853040557068605,3567,87.38487163299641,142.33,144.84,140.83,143.85,30320300,0,0,1,0,0,0,0
-46,-0.03003128258602707,-1,0.05685096397682804,0.0300463504241979,0.03618399583973925,2315,131.6099816063569,141.07,141.77,137.77,139.53,37250600,0,0,1,0,0,0,0
-43,0.0,0,0.037793859710749896,0.028134331777414128,0.018950321325609348,2050,77.47741240703729,137.61,137.75,131.21,131.55,44362700,0,0,1,0,0,0,0
-42,0.006689471683770393,0,0.04043129833096705,0.0290281158866851,0.01259795323691663,2792,112.88418494006001,127.03,134.16,126.85,132.43,41939500,0,0,1,0,0,0,0
-41,0.01804727025598419,1,0.06429384682700244,0.02815174983795423,0.02607505268057232,2394,153.91946930384384,134.4,137.19,134.13,134.82,25469700,0,0,1,0,0,0,0
-39,0.0,0,0.07740791543274117,0.02848142412079249,0.034908381719323166,1722,133.2964303751803,133.65,134.5,131.26,131.73,11886100,0,0,1,0,0,0,0
-36,0.0,0,0.04709278895224008,0.031418131471637224,0.025802638477580398,2050,96.54021735209216,133.0,137.0,132.78,136.38,24263600,0,0,1,0,0,0,0
-35,-0.01011878574571048,-1,0.06626807962628851,0.03274654993470725,0.015697596317413357,2278,150.95868538868524,135.75,136.61,133.71,135.0,20750300,0,0,1,0,0,0,0
-34,0.01303703703703697,1,0.07712942692228407,0.03643751869118175,0.03778695619284286,1575,121.47884740259745,136.28,136.79,131.85,136.76,29847500,0,0,1,0,0,0,0
-33,0.014039192746417198,1,0.08799080404889202,0.03827117299050769,0.06349676516693754,1700,149.58436688311645,135.92,139.99,135.66,138.68,24238700,0,0,1,0,0,0,0
-32,0.013916931064320787,1,0.08353880525876653,0.05084128785463512,0.07712943686582154,1677,140.0945764189515,138.26,140.97,137.36,140.61,25732600,0,0,1,0,0,0,0
-29,0.0,0,0.08265789310821871,0.051717129258353034,0.027846268419588843,1535,126.87986592111572,143.0,143.68,140.76,141.09,24819200,0,0,1,0,0,0,0
-28,-0.02239705152739384,-1,0.03902949708866475,0.05679785842349284,0.027552631036072903,1538,60.02736652236639,140.73,143.39,137.16,137.93,30307400,0,0,1,0,0,0,0
-26,0.0,0,0.052541237880643285,0.04188814278636314,0.04056246339896116,2683,140.96814123376598,133.82,139.7,133.67,139.63,28218100,0,0,1,0,0,0,0
-25,-0.015827544224020683,-1,0.085771252995803,0.03682391904804189,0.030523578323102683,1611,138.17748857623863,139.25,140.87,136.66,137.42,21195500,0,0,1,0,0,0,0
-8,0.0,0,0.07312143725113633,0.0,0.0,570,41.67921923314771,123.1,129.74,123.02,124.06,22066000,0,0,1,0,0,0,0
-6,0.0,0,0.09295392652887917,0.01044591960730519,0.024373812417045445,1054,97.97343856143866,126.0,134.24,125.89,134.18,39723400,0,0,1,0,0,0,0
-5,0.0025339096735728377,0,0.01738761531592082,0.023725051968573645,0.05535845459333851,1611,28.011448273948442,132.44,134.99,129.67,134.52,31202500,0,0,1,0,0,0,0
-4,-0.009812667261373934,0,0.05566210095339636,0.02620899701370519,0.03678051394826667,1459,81.21100529100529,135.34,135.92,132.2,133.2,22627600,0,0,1,0,0,0,0
-1,0.0,0,0.07836920952714763,0.03416072572133324,0.018554033651132118,1685,132.05211805324376,134.45,134.64,129.95,131.09,24625300,0,0,1,0,0,0,0
1,0.0,0,0.09182354823242446,0.034910407475049136,0.02612306984238254,1428,131.12402687590213,128.99,137.51,128.56,135.68,28146200,0,0,1,0,0,0,0
2,-0.029038915094339608,-1,0.08853036795311807,0.034748924861269896,0.0567309192531907,589,52.14438672438655,134.69,137.17,131.12,131.74,22717900,0,0,1,0,0,0,0
8,0.0,0,0.04308282667438729,0.02576484516936322,0.0,785,33.82001893939402,142.95,144.7,141.27,144.23,22205900,0,0,1,0,0,0,0
9,-0.0002080011093392577,0,0.06448339759505799,0.01880188494678648,0.014360942224795762,1593,102.72205236892738,143.08,144.56,140.84,144.2,16125000,0,0,1,0,0,0,0
13,0.0,0,0.04359668109668111,0.015366603467063613,0.0,76,3.3133477633477635,142.0,146.57,141.27,145.39,20520300,0,0,1,0,0,0,0
14,0.024485865602861288,1,0.07532732374383487,0.02159470076658948,0.014532227032227037,1072,80.75089105339097,146.01,150.68,145.99,148.95,24069000,0,0,1,0,0,0,0
15,-0.009466263846928478,0,0.09211910914807883,0.03235574701570875,0.039641334946838656,1713,157.80003397065903,149.0,149.65,147.0,147.54,18025700,0,0,1,0,0,0,0
16,0.005151145452080922,0,0.05074793764088752,0.039360930226236115,0.07034770466286493,2507,127.225079665705,146.95,149.0,146.5,148.3,15787900,0,0,1,0,0,0,0
17,0.011732973701955364,1,0.11352148758201708,0.03739872166135462,0.07273145684426707,1904,216.14491235616046,149.75,152.43,148.55,150.04,31029600,0,0,1,0,0,0,0
21,0.0,0,0.07558881494880036,0.047387979730688326,0.0,1357,102.57402188552209,149.2,151.53,146.37,147.57,22378700,0,0,1,0,0,0,0
22,-0.022158975401504247,-1,0.08385795448338458,0.04742533561711198,0.02519627164960012,1453,121.8456078643578,148.28,148.8,143.06,144.3,20098400,0,0,1,0,0,0,0
23,0.010602910602910609,1,0.10216782492795363,0.04624517066501279,0.05314892314406165,1629,166.4313868076365,144.64,146.44,142.52,145.83,20955500,0,0,1,0,0,0,0
24,0.0218062127134333,1,0.08418929603377492,0.05359086884887938,0.08720486478671287,2228,187.57375156325054,147.48,149.83,146.54,149.01,22237200,0,0,1,0,0,0,0
27,0.0,0,0.08290218876041389,0.049400555770559074,0.02806309867792497,1155,95.75202801827804,148.05,148.96,146.21,147.47,15508500,0,0,1,0,0,0,0
28,-0.02224181189394454,-1,0.041485896207348466,0.06124372559347535,0.027634062920137963,902,37.42027837902833,148.09,148.1,143.43,144.19,17632100,0,0,1,0,0,0,0
29,0.043206879811359934,1,0.06715529993252455,0.056371880058982214,0.04146269498925412,2135,143.3765653559399,146.22,150.95,145.7,150.42,44613200,0,0,1,0,0,0,0
30,0.10816380800425483,2,0.08556950860273839,0.0539857865517165,0.06384779496676231,805,68.8834544252044,165.6,171.68,165.0,166.69,77233600,0,0,1,0,0,0,0
31,-0.005879176915231806,0,0.07419763994717862,0.05161459850525717,0.06473690158087046,542,40.21512085137081,165.84,169.1,165.66,165.71,30806500,0,0,1,0,0,0,0
34,0.0,0,0.09110957570131646,0.05018721906431485,0.02473254664905954,1462,133.20219967532466,165.7,169.3,163.62,169.25,20036000,0,0,1,0,0,0,0
35,0.011285081240768076,1,0.09859356475073562,0.05135970291301522,0.030369858567105487,1764,173.9190482202976,169.15,171.98,168.69,171.16,22557000,0,0,1,0,0,0,0
36,-0.003914465996728136,0,0.06473649664819098,0.059517941276356234,0.06323438015068403,1567,101.44209024771526,171.2,172.47,169.27,170.49,13281200,0,0,1,0,0,0,0
37,-0.02410698574696471,-1,0.043606735736747684,0.05917239795002286,0.08481321236674767,2120,92.44627976190507,168.2,169.24,165.25,166.38,17517600,0,0,1,0,0,0,0
38,0.00570982089193423,0,0.0616405436467212,0.0531777161120242,0.0689789323785581,1801,111.01461910774488,164.47,167.37,164.21,167.33,12561400,0,0,1,0,0,0,0
41,0.0,0,0.0588966081313539,0.05138384521195885,0.0205468478822404,1475,86.872496993747,167.9,168.3,165.08,165.79,12811200,0,0,1,0,0,0,0
42,-0.0045237951625550395,0,0.09252355308973327,0.0467819927019642,0.0196322027104513,1732,160.25079395141805,166.86,168.34,164.5,165.04,16292300,0,0,1,0,0,0,0
