relative_day,up_rate,up_cat,1_day_sentiment_score,1_day_news_count,past_7_days_senti_avg,past_3_days_senti_avg,1_day_overall_sentiment_score,open,high,low,close,volume,company_amazon,company_apple,company_facebook,company_google,company_microsoft,company_netflix,company_tesla
70,0.011212412933914659,1,0.1150354580490285,2266,0.05252143369426173,0.03937505274901417,260.6703479390986,177.67,180.31,177.05,178.57,32467600,0,1,0,0,0,0,0
71,0.004424035392283253,0,0.07896991828977125,884,0.059613358820786,0.07772020543202367,69.80940776815778,179.9,180.93,178.58,179.36,31032500,0,1,0,0,0,0,0
72,0.011150758251561105,1,0.11344734517997074,1369,0.06394056129206208,0.10404351152861409,155.30941555137994,181.52,181.72,180.2,181.36,23579500,0,1,0,0,0,0,0
139,0.0,0,0.12960246553233407,1597,0.0695345125641215,0.023279442524093922,206.97513745513749,181.85,182.67,178.64,181.42,38612300,0,1,0,0,0,0,0
140,0.019182008598831544,1,0.08945331029106568,1272,0.07881516844193645,0.04320082184411136,113.78461069023554,183.53,186.29,183.02,184.9,28364800,0,1,0,0,0,0,0
141,-0.02049756625202808,-1,0.07798491315132879,1660,0.08072844380009954,0.07301859194113325,129.45495583120578,182.98,184.02,180.89,181.11,29748600,0,1,0,0,0,0,0
142,-0.017061454364750723,-1,0.13455856512636433,1486,0.06534406261417641,0.09901356299157617,199.95402777777738,178.16,178.89,176.19,178.02,36529700,0,1,0,0,0,0,0
143,-0.003819795528592331,0,0.17505048144564558,1494,0.07163394023905352,0.10066559618958626,261.5254192797945,178.56,180.48,176.99,177.34,23714700,0,1,0,0,0,0,0
163,-0.00020787859889820207,0,0.08193000026346113,1634,0.06117021637253468,0.08150635868881621,133.8736204304955,192.92,195.0,191.83,192.38,21674600,0,1,0,0,0,0,0
164,-0.00727726374883047,0,0.11110299878917838,2464,0.06030690577111991,0.08302253153572857,273.7577890165355,189.8,191.82,188.56,190.98,18761500,0,1,0,0,0,0,0
167,0.0,0,0.10061025266552046,1158,0.06250743930272687,0.037034332929726126,116.50667258667269,191.14,193.18,190.42,192.12,14669100,0,1,0,0,0,0,0
168,0.02352696231521956,1,0.08575433082274148,1142,0.06582583515169779,0.03353675088850682,97.93144579957077,194.26,198.46,193.43,196.64,26551000,0,1,0,0,0,0,0
169,-0.0028986981285597704,0,0.10624809239031711,1299,0.066591768370207,0.062121527829420646,138.01627201502194,197.86,198.06,195.51,196.07,21124200,0,1,0,0,0,0,0
170,0.008007344315805544,0,0.10040228970917121,1257,0.06937795356160266,0.09753755862619302,126.2056781644282,198.54,198.78,196.22,197.64,21514000,0,1,0,0,0,0,0
171,-0.003390002023881742,0,0.09648164710598649,2081,0.07201685205384696,0.09746823764074326,200.7783076275579,196.99,199.02,196.34,196.97,47800600,0,1,0,0,0,0,0
175,0.0,0,0.06257429790191886,1488,0.05555519428974519,0.0,93.11055527805527,196.62,197.44,193.51,193.79,21070300,0,1,0,0,0,0,0
176,0.021621342690541296,1,0.08358876238800475,825,0.05224376101534196,0.02085809930063962,68.96072897010392,195.97,199.16,195.55,197.98,26067500,0,1,0,0,0,0,0
182,0.005858494817485291,0,0.10892227069830233,1503,0.061044171085268786,0.03228062152112264,163.7101728595484,199.57,201.28,199.52,200.88,16935200,0,1,0,0,0,0,0
183,0.00831342094782963,0,0.07805113581551178,1426,0.06766531005618072,0.06858804508722342,111.30091967291979,201.43,202.58,200.84,202.55,11362000,0,1,0,0,0,0,0
185,0.0,0,0.11781485762031928,1767,0.051406874098585256,0.06232446883793804,208.17885341510416,201.5,203.21,201.05,202.37,17265500,0,1,0,0,0,0,0
188,0.0,0,0.05191910451582199,1706,0.057375732671071614,0.03927161920677309,88.57399230399231,198.98,199.56,196.6,198.2,25338600,0,1,0,0,0,0,0
189,0.006054490413723598,0,0.024687385976551564,1516,0.0509581955214222,0.017306368171940662,37.42607714045217,197.38,199.67,197.0,199.4,20578000,0,1,0,0,0,0,0
