,relative_day,company,1_day_sentiment_score,past_7_days_senti_avg,past_3_days_senti_avg,1_day_news_count,1_day_overall_sentiment_score,open,high,low,close,volume
153,178,apple,0.07603284761291478,0.05013087607522648,0.08481149514019963,1939,147.42769152144174,196.87,197.68,195.25,196.12,31110600
154,191,apple,0.0887967408972891,0.027774478301813264,0.025535496830791187,1186,105.31293470418488,201.46,202.53,199.87,199.91,20191800
155,192,apple,0.08810551102948713,0.04045972700142599,0.03782804229128022,1123,98.94248888611405,200.6,202.14,200.36,201.45,17595200
156,195,apple,0.12975858803840892,0.03621553463130711,0.02936850367649571,1966,255.10538408351195,202.23,203.99,202.14,203.34,16947400
157,196,apple,0.17291444590872523,0.04733546084881953,0.04325286267946964,1989,343.9268329124545,202.72,204.23,201.64,202.64,16866800
158,197,apple,0.10736871932991762,0.06851075512484435,0.10089101131571139,1556,167.0657272773518,202.19,203.22,201.42,201.5,14107500
159,198,apple,0.06311038246137345,0.08384914360054685,0.1366805844256839,1640,103.50102723665246,202.14,204.0,201.84,203.78,18582200
160,199,apple,0.07710678721945721,0.08017966382398747,0.11446451590000543,882,68.00818632756126,203.91,204.62,200.51,200.74,20929300
161,202,apple,0.09400756042437285,0.07860841756541177,0.025702262406485737,2290,215.27731337181382,201.79,205.34,201.75,205.33,22277900
162,203,apple,0.11035875933416915,0.07350112790626377,0.031335853474790946,1647,181.7608766233766,206.56,207.01,205.4,206.94,18355200
163,204,apple,0.11335460571771094,0.06456460125275576,0.06812210658618066,1219,138.17926436988964,205.78,207.24,205.28,206.77,14991600
164,205,apple,0.09778742917782472,0.06541972787958338,0.10590697515875098,1226,119.88738817201312,206.99,207.33,204.84,205.13,13909600
165,206,apple,0.0583809679677718,0.07037359169621928,0.10716693140990162,1921,112.14983946608963,205.59,207.82,205.25,205.85,17618900
166,209,apple,0.07655604661897325,0.06769847466026421,0.019460322655923932,1172,89.72368663743666,206.56,208.72,206.54,207.77,21673400
167,210,apple,0.08440253105424249,0.06520540125949284,0.025518682206324417,1797,151.67134830447375,206.86,208.24,205.42,206.88,33935700
168,211,apple,0.08585164253163956,0.06149736864807475,0.05365285922440525,1641,140.8825453944205,214.45,219.35,209.37,211.1,69281400
169,216,apple,0.06407420892110936,0.06784265417028404,0.031628991350491444,1339,85.79536574536544,196.18,196.84,190.82,191.58,52393000
170,217,apple,0.03797997217284051,0.06605953449916063,0.02135806964036979,1595,60.57805561568062,194.52,196.26,192.27,195.2,35824800
171,218,apple,-0.01217888267336322,0.059427740373246066,0.03401806036464996,1925,-23.444349146224198,193.63,197.74,192.05,197.23,33364400
172,219,apple,0.047978977959136804,0.04542337962967424,0.02995843280686222,1638,78.58956589706608,198.37,201.67,197.57,201.57,27009500
173,220,apple,0.10357762806569477,0.033248750061599684,0.024593355819538032,1896,196.3831828125573,200.22,201.67,198.22,199.91,24619700
174,223,apple,0.10808965575157507,0.03449027206363118,0.03452587602189826,1378,148.94754562567044,198.55,200.97,198.08,199.41,22474900
175,224,apple,0.12733603969499102,0.04077819303941199,0.03602988525052502,1254,159.67939377751875,199.94,211.0,199.41,207.85,47218500
176,225,apple,0.09477089075098104,0.05354334554257635,0.07847523181552203,1218,115.4309449346949,202.07,205.33,201.51,201.66,36547400
177,226,apple,0.0762364408743099,0.06882188460319696,0.11006552873251572,1253,95.52426041551031,202.37,204.04,198.6,200.66,27227400
178,227,apple,0.10037180302202794,0.07285866501965026,0.099447790440094,1556,156.17852550227548,203.19,206.05,202.75,205.39,27620400
179,230,apple,0.08179833893710807,0.07240069001341214,0.03345726767400931,1507,123.27009677822187,209.49,211.59,208.91,209.22,24413600
180,231,apple,0.10497197372406226,0.06864478761134543,0.027266112979036024,1496,157.03807269119716,209.75,212.21,209.19,209.23,26884300
181,232,apple,0.07824408508910537,0.0654499210440699,0.06225677088705678,1722,134.73631452343943,211.85,212.51,210.47,211.5,21535400
182,233,apple,0.09432746600047552,0.06308894880665908,0.08833813258342522,1708,161.1113119288122,212.05,213.29,209.62,211.32,22253700
183,234,apple,0.08382359059602881,0.06567338096753987,0.09251450827121438,1415,118.61038069338078,208.31,210.91,199.92,201.56,46818000
184,237,apple,0.048081279692025955,0.06330935062096857,0.027941196865342938,1561,75.05487759925252,204.76,206.08,203.96,205.38,26043600
185,238,apple,0.030854406589186145,0.05849262787167113,0.01602709323067532,1429,44.090947015947,206.75,207.43,202.44,203.07,25873300
186,239,apple,0.07057611514361,0.047904403995260254,0.0263118954270707,1539,108.61664120601577,203.01,204.62,202.23,204.43,15938800
187,240,apple,0.14953635233068022,0.04680897971733235,0.04983726714160736,1754,262.2867619880131,207.38,208.2,205.55,207.89,20990500
188,241,apple,0.12450590760477209,0.05469596347879017,0.08365562468782545,1387,172.6896938478189,209.03,209.32,206.09,207.62,21143400
189,245,apple,0.10488008382979185,0.053638968809749776,0.0,1198,125.64634042809062,205.32,205.87,203.13,204.6,20023000
190,246,apple,0.1416897917355531,0.06421406555840774,0.03496002794326395,1516,214.8017242710985,207.27,208.36,206.21,208.07,19188100
191,247,apple,0.11340686019521411,0.0743731622143996,0.08218995852178164,1522,172.60524121711586,210.86,212.82,210.38,212.14,23913700
192,248,apple,0.08912950760638437,0.06921180619504731,0.11999224525351969,1492,132.98122534872547,212.9,213.27,211.37,212.12,19362300
193,251,apple,0.10467983891032046,0.0641580347667062,0.02970983586879479,1505,157.54315756003228,213.69,215.28,209.94,213.02,27309400
194,252,apple,0.0961554613591632,0.07911229746818056,0.03489327963677349,10616,1020.7863777888765,212.72,215.62,210.58,215.54,31777900
195,253,apple,0.08058457740959767,0.07786592282951932,0.06694510008982789,7403,596.5676265632516,216.9,222.51,216.56,222.39,44289600
196,254,apple,0.09073679970773556,0.06913660649723997,0.09380662589302712,3488,316.48995738058164,223.6,225.21,221.67,221.9,32226700
197,255,apple,0.10274803319700672,0.06589802642760018,0.08915894615883213,1754,180.2200502275498,218.82,219.61,215.86,217.58,39763300
198,258,apple,0.10615052972834103,0.06784353008340337,0.03424934439900224,1245,132.15740951178458,216.56,218.95,216.4,218.72,21158100
199,259,apple,0.0724021615382873,0.06805362877169203,0.03538350990944701,1528,110.63050283050299,218.78,219.64,217.95,219.52,18318700
200,260,apple,0.08640436364841474,0.0646603002258526,0.05951756375554277,1729,149.39314474810908,219.88,221.66,218.27,221.58,25340000
201,261,apple,0.10116935114288506,0.06549169825996934,0.08831901830501436,1842,186.35394480519426,220.82,222.56,219.19,219.78,22060600
202,262,apple,0.10774089030427036,0.06698206275070498,0.08665862544319569,1775,191.2400802900799,220.19,221.37,216.31,216.56,55413100
203,265,apple,0.10316628906184151,0.06769532805174264,0.035913630101423455,1855,191.373466209716,217.78,218.66,216.48,217.55,19165500
204,266,apple,0.08048021312902259,0.06726900795652843,0.03438876302061384,1911,153.79768728956216,219.85,221.3,216.03,216.51,31190800
205,267,apple,0.10086247660392862,0.06842301532663346,0.06121550073028803,2179,219.77933651996048,217.38,220.31,215.98,219.85,21903400
206,268,apple,0.0953351939181867,0.07048846003456402,0.0948363262649309,1714,163.40452237577202,218.82,219.76,217.66,218.71,18833500
207,269,apple,0.05919410877617709,0.06965500900246425,0.09222596121704597,2635,155.97647662522664,219.36,219.78,216.12,217.65,25352000
208,272,apple,0.057866113572977,0.06271975449845094,0.01973136959205903,2863,165.67068315943317,219.72,223.38,219.61,222.77,25977400
