,relative_day,company,1_day_sentiment_score,past_7_days_senti_avg,past_3_days_senti_avg,1_day_news_count,1_day_overall_sentiment_score,open,high,low,close,volume
69,64,netflix,0.06094433257804747,0.03740586340510067,0.06068084988954503,961,58.56750360750362,353.6,359.88,351.7,359.61,6211900
70,65,netflix,0.09005185158368847,0.0326861290453533,0.08099562741556085,852,76.72417754930258,360.16,362.86,350.5,352.6,6151300
71,66,netflix,0.0057068329935255225,0.04997476972869138,0.08033599448415751,1424,8.126530182780344,345.75,349.92,342.47,349.6,6898800
72,69,netflix,0.08986775709931251,0.04839222383198522,0.0019022776645085074,1064,95.61929355366851,352.0,358.98,350.03,358.86,5387300
73,70,netflix,0.0529494765169948,0.048083224792187226,0.02995591903310417,1096,58.0326262626263,359.37,360.13,353.8,356.27,5164600
74,71,netflix,-0.07562409812409812,0.04278860725308126,0.04760574453876911,735,-55.58371212121212,355.81,362.48,352.77,361.21,6444100
75,72,netflix,0.04479058681624995,0.023278831438489026,0.022397711830736397,3882,173.8770580206823,360.5,363.84,358.1,358.82,5271400
76,73,netflix,0.06225970343996235,0.016812936471712094,0.007371988403048878,1873,116.61242454304949,361.02,364.0,358.89,361.46,8444500
77,76,netflix,0.11072087671487052,0.024891917964060213,0.02075323447998745,1103,122.12512701650218,362.47,370.97,361.86,363.44,7194700
78,77,netflix,0.07576093776424837,0.02787093505199707,0.03690695890495684,1095,82.95822685185196,366.4,366.96,356.8,358.78,7541400
79,78,netflix,0.0486158964049653,0.031129715230176155,0.06216060482637296,1219,59.2627777176527,358.91,375.9,357.01,375.22,10917200
80,79,netflix,0.08807181845879104,0.04887828587718522,0.07836590362802807,877,77.23898478835974,374.0,379.0,370.61,377.87,8544000
81,80,netflix,0.09654752233968879,0.0550613189689768,0.07081621754266824,1096,105.81608448429891,375.95,376.43,360.04,361.01,8661300
82,86,netflix,0.15088446987843374,0.026374191542639976,0.0,142,21.42559472273759,354.49,355.94,349.2,354.61,4361000
83,87,netflix,0.12750307069553304,0.03534742745973179,0.05029482329281124,941,119.98038952449659,357.16,358.25,353.71,356.56,4705600
84,90,netflix,0.006157952694348879,0.03976964865342382,0.04250102356517768,1257,7.740546536796542,359.0,368.33,358.51,366.96,7036100
85,91,netflix,0.07053846451765632,0.04064935618118796,0.002052650898116293,829,58.476387085137084,366.25,368.42,362.22,367.72,5158700
86,92,netflix,-0.04027297301503913,0.05072627968371028,0.02556547240400173,1544,-62.181470335220425,369.26,373.41,366.19,369.75,5368900
87,93,netflix,0.07962024696208093,0.04497299782441898,0.012141148065655354,1654,131.69188847528187,370.07,372.05,362.4,367.88,4627300
88,94,netflix,0.15007022678449972,0.03479239455065429,0.036628579488232706,1431,214.7504945286191,369.0,369.8,364.66,365.49,3905500
89,97,netflix,0.1040605705328537,0.038016273991935245,0.05002340892816657,911,94.79917975542972,365.11,365.94,359.93,361.41,4653800
90,98,netflix,0.09023054129217012,0.05200236225457879,0.03468685684428457,1148,103.58466140341129,360.54,366.74,359.0,364.71,5439200
91,99,netflix,0.08348693337151084,0.05481551607950934,0.0647637039416746,1527,127.48454725829706,365.79,368.85,362.25,363.92,4545600
92,100,netflix,0.0889336527669861,0.07249550270615933,0.09259268173217822,1365,121.39443602693603,365.0,370.12,360.81,367.65,6526900
93,101,netflix,0.12341380847194809,0.07382598924971721,0.08755037581022235,1591,196.3513692788694,360.69,361.75,349.36,351.14,15646200
94,104,netflix,0.11093074739644514,0.07001792949078126,0.04113793615731603,1075,119.25055345117852,350.71,352.21,342.27,348.87,8842300
95,105,netflix,0.11564030724823006,0.07099938332843718,0.03697691579881505,1442,166.75332305194775,355.0,364.48,352.72,359.46,18740200
96,106,netflix,0.09469473664955162,0.0746293498935886,0.0755236848815584,1895,179.44652595090034,365.05,368.76,350.6,354.74,18054100
97,107,netflix,0.10951145951145944,0.07623046464759443,0.10708859709807561,1258,137.76541606541596,355.0,360.41,351.64,360.35,8353200
98,111,netflix,0.08728560393065286,0.061539607257955174,0.0,1434,125.1675560365562,359.7,377.69,359.0,377.34,11980500
99,112,netflix,0.08314623730703188,0.05816172961998485,0.02909520131021762,1334,110.91708056758054,375.45,384.8,374.71,381.89,10089800
100,113,netflix,0.08849986814444856,0.05351971962838512,0.05681061374589491,1347,119.20932239057221,381.07,381.9,373.27,374.23,6541900
101,114,netflix,0.11662282573132814,0.052634738413370394,0.08631056979404444,1182,137.84818001442986,374.49,374.76,365.7,368.33,6255500
102,115,netflix,0.10343462797787653,0.053650647873351644,0.09608964372760287,1159,119.88073382635889,368.35,375.14,366.24,374.85,5621900
103,118,netflix,0.16229915364035016,0.06842702329876257,0.034478209325958846,1028,166.84352994227996,373.68,374.58,369.12,371.83,3821700
104,119,netflix,0.10963401798177866,0.07914324468586219,0.05409971788011672,1083,118.73364147426629,369.56,374.5,368.35,370.54,3870100
105,120,netflix,0.1306242975517407,0.08292721335368315,0.09064439054070961,1013,132.32241341991335,374.0,385.99,373.17,378.81,9257300
106,121,netflix,0.11165675800633872,0.08894498898329631,0.1341858230579565,954,106.52054713804714,378.0,383.5,374.51,379.06,5398200
107,122,netflix,0.11563668028876516,0.08823555073686926,0.11730502451328602,1283,148.3618608104857,381.53,385.03,378.27,385.03,5130300
108,125,netflix,0.10878512552373461,0.08997870106699621,0.03854556009625505,834,90.72679468679466,377.69,381.35,376.0,378.67,5793100
109,126,netflix,0.0929323963877438,0.0823338399074797,0.036261708507911536,921,85.59073707311204,377.0,379.91,365.81,370.46,6974900
110,127,netflix,0.1200859543885354,0.07994789396547472,0.0672391739704928,1334,160.19466315430623,367.92,369.0,361.36,364.37,6572000
111,128,netflix,0.11356047070695512,0.0784424163707311,0.10726782543333795,960,109.01805187867691,360.9,364.2,352.75,362.75,5882600
112,129,netflix,0.1166875956426055,0.07871437532796201,0.1088596071610781,1003,117.03765842953332,361.62,365.26,353.06,361.04,5657100
113,132,netflix,0.15397356652354288,0.07886450609279635,0.03889586521420183,1063,163.6739012145261,352.29,354.26,343.1,345.26,8026700
114,133,netflix,0.0952824803649146,0.08531999766419752,0.051324522174514296,1251,119.19838293650817,348.71,349.95,342.5,345.61,5353000
115,134,netflix,0.038771634828452924,0.08565572394665051,0.08308534896281916,1628,63.120221500721364,343.34,356.5,341.39,354.99,6340100
116,135,netflix,0.11858333665652,0.07403939258092443,0.09600922723897014,977,115.85591991342004,356.37,364.0,353.94,359.31,6441500
117,136,netflix,0.06332833446668427,0.0747569448594337,0.0842124839499625,1339,84.79663985089024,356.39,359.62,353.79,354.45,4725400
118,139,netflix,0.007329434230199181,0.06713419326287352,0.021109444822228093,1102,8.077036521679497,351.23,352.42,345.4,348.11,4621500
119,140,netflix,0.07702444567550108,0.046185031506681566,0.002443144743399727,1137,87.57679473304474,350.95,356.43,349.93,354.27,4026400
120,141,netflix,0.04726289659235388,0.04357674083676535,0.028117959968566753,1290,60.9691366041365,358.01,370.46,357.3,359.73,6229400
121,142,netflix,0.10146671847294339,0.044789778231608346,0.04387225883268472,1486,150.77954365079387,355.5,357.42,347.7,352.21,5630400
122,143,netflix,0.09614266800286247,0.042344547062525974,0.07525135358026612,1182,113.64063357938345,355.41,359.44,353.79,354.39,3831000
123,147,netflix,0.05604848477795703,0.04598524696338012,0.0,1705,95.56266654641674,354.39,361.2,353.65,355.06,4717100
124,148,netflix,0.09698537476890463,0.04298868112087383,0.01868282825931901,1316,127.6327531958785,353.6,353.85,345.9,349.19,5658900
125,149,netflix,0.07345570696338798,0.0500918922889525,0.051011286515620556,1367,100.41395141895137,350.55,354.21,348.3,351.85,4008000
126,150,netflix,0.08542413262648516,0.04609031921615887,0.07549652217008322,1254,107.12186231361238,347.22,349.34,342.92,343.28,5023400
127,153,netflix,0.09756480025704842,0.044559099876676396,0.028474710875495052,1619,157.95741161616138,343.56,347.66,332.65,336.63,7849600
128,154,netflix,0.0739850642111746,0.058496928484826176,0.032521600085682806,1711,126.58844486531973,345.0,353.61,343.25,353.4,7891600
129,155,netflix,0.11530690268089985,0.06105929697528582,0.05718328815607434,1870,215.62390801328272,354.38,357.88,348.71,355.73,5020100
130,156,netflix,0.1239784054145249,0.06367665810557087,0.09561892238304097,1449,179.64470944564658,354.84,358.21,352.09,357.13,3710000
131,157,netflix,0.1016841271550988,0.07089418645573328,0.10442345743553312,1266,128.73210497835507,357.39,365.15,355.69,360.87,4777300
132,160,netflix,0.08720612012421249,0.0732170428169638,0.0338947090516996,1169,101.9439544252044,363.65,367.1,349.29,352.01,7810300
133,161,netflix,0.04336432346849013,0.0717372313694158,0.029068706708070827,666,28.880639430014426,355.0,357.58,348.5,351.27,5396700
134,162,netflix,0.04828401347829801,0.06736283983474659,0.04352348119756754,1216,58.713360389610386,351.82,353.61,343.23,345.56,4584700
135,163,netflix,0.08551456142076032,0.057788141377232045,0.05961815235700021,1218,104.15673581048607,347.23,348.5,339.25,343.43,6209300
136,164,netflix,0.08733690410896304,0.05229330652097996,0.05905429945584948,1105,96.50727904040416,341.63,343.4,336.16,339.73,5019000
137,167,netflix,0.06355089399347766,0.05024370322867485,0.029112301369654345,1045,66.41068422318415,342.69,351.77,342.06,350.62,5358200
138,168,netflix,0.049089283958463174,0.04686438520999845,0.02118363133115922,1267,62.19612277537284,355.57,361.5,353.75,357.12,5428500
139,169,netflix,0.10434509150934684,0.04768223670856603,0.03754672598398028,1694,176.76058501683355,361.72,364.74,356.12,363.52,5667200
140,170,netflix,0.16467803568684494,0.055690962141573,0.07232842315376256,1731,285.0576797739286,365.91,370.12,361.22,365.21,5899500
141,171,netflix,0.17415785259081437,0.06700002989387081,0.106037470384885,3030,527.6982933501675,365.0,371.45,365.0,369.21,7448400
142,175,netflix,0.08219491385194967,0.07032432339220991,0.0,1670,137.26550613275595,370.75,371.0,358.29,360.3,5750400
143,176,netflix,0.13124743287107424,0.07505369909127942,0.027398304617316557,1196,156.9719297138048,361.6,366.79,361.6,362.2,3669700
144,177,netflix,0.2427239898236531,0.07889689071438331,0.07114744890767465,1633,396.3682753820255,363.2,370.85,363.2,370.02,4138600
145,178,netflix,0.1266822616984749,0.09004631273392734,0.152055445515559,1195,151.3853027296775,370.26,371.54,364.87,367.32,4592700
146,181,netflix,0.060584031902645726,0.08326408546359312,0.0422274205661583,2341,141.82721868409365,373.5,376.66,372.0,374.6,4992600
147,182,netflix,0.06098706642260942,0.09191894716397109,0.020194677300881907,1501,91.54158670033674,374.89,376.0,370.31,375.43,3625000
148,183,netflix,-0.010630372320924305,0.08888925467406535,0.040523699441751715,1413,-15.020716089466044,376.69,381.99,375.84,381.72,3799000
149,185,netflix,0.08384854766822548,0.03394614110040082,0.016785564700561705,1785,149.6696575877825,378.29,381.4,375.56,380.55,3732200
150,188,netflix,0.06638985679411219,0.027827039096079476,0.027949515889408496,1645,109.21131442631454,378.19,378.25,375.36,376.16,3113400
151,189,netflix,0.07480671911207319,0.028656442652003254,0.022129952264704062,2414,180.5834199365447,379.06,384.76,377.5,379.93,6932800
152,191,netflix,0.10270906084656087,0.03214930336777298,0.047065525302061796,1100,112.97996693121695,381.1,384.54,378.8,379.5,4336300
153,192,netflix,0.09519892382867773,0.0468220263458531,0.059171926652878015,894,85.10783790283789,378.68,379.74,372.79,373.25,6636900
154,195,netflix,0.08687505315077815,0.04844350865448914,0.03173297460955924,1069,92.86943181818184,372.94,373.68,362.3,366.6,7944700
155,196,netflix,0.0760267100667429,0.051369965276869996,0.028958351050259384,2295,174.48129960317496,370.09,371.34,364.92,365.99,5863200
156,197,netflix,-0.03659684426457814,0.05154424969896566,0.05430058773917368,1796,-65.72793229918234,366.25,366.5,361.75,362.44,13639500
157,198,netflix,0.018616434324642425,0.04631612908974021,0.04210163965098097,1331,24.778474086099067,323.76,329.85,320.3,325.21,31305900
158,199,netflix,0.10135015789765792,0.03430289672946615,0.01934876670893573,1000,101.35015789765792,323.4,325.85,314.23,315.1,16302500
159,202,netflix,0.09320764305139334,0.03518164445360618,0.033783385965885974,1040,96.93594877344907,312.0,314.54,305.81,310.62,17718000
160,203,netflix,0.10929419264213865,0.03608630015369406,0.031069214350464447,998,109.07560425685436,311.44,313.5,306.0,307.3,9171100
161,204,netflix,0.10549057962162624,0.040838797664464875,0.067500611897844,1199,126.48320496632986,310.51,319.99,307.25,317.94,11961800
162,205,netflix,0.09284340703893451,0.06113700107677979,0.10266413843838607,1090,101.19931367243862,318.86,327.69,316.3,326.46,10798500
163,206,netflix,0.1351146813677851,0.07174085432167866,0.10254272643423312,1611,217.6697516835018,328.79,336.0,327.5,335.78,10847500
164,209,netflix,0.07398857204507107,0.07656435767455397,0.04503822712259503,2208,163.36676707551692,335.98,336.4,328.77,332.7,5782800
165,210,netflix,0.07997666136437324,0.07381877610222222,0.024662857348357024,1534,122.68419853294856,329.2,329.65,323.23,325.93,6029300
166,211,netflix,0.06444660543335207,0.06963055734825573,0.05132174446981477,1377,88.7429756817258,325.16,331.77,318.53,322.99,6259500
167,212,netflix,0.060032931274938944,0.06376713246421657,0.07280394628093213,1564,93.89150451400451,324.25,328.58,318.74,319.5,6563200
168,213,netflix,0.05793396644356045,0.05907992164078863,0.06815206602422141,1355,78.50052453102441,317.49,319.41,311.8,318.83,6280300
