relative_day,open,high,low,close,volume,change,rise,change rate,up_cat,1_day_sentiment_score,1_day_news_count,1_day_overall_sentiment_score,3_day_news_count,3_day_overall_sentiment_score,3_day_sentiment_score,7_day_news_count,7_day_overall_sentiment_score,7_day_sentiment_score,today_news_count,today_overall_sentiment_score,today_sentiment_score,1_day_bert_sentiment_score,1_day_overall_bert_sentiment_score,today_bert_sentiment_score,today_overall_bert_sentiment_score,3_day_bert_sentiment_score,3_day_overall_bert_sentiment_score,7_day_bert_sentiment_score,7_day_overall_bert_sentiment_score,company_amazon,company_apple,company_facebook,company_google,company_microsoft,company_netflix,company_tesla
-47,185.16,188.68,183.7,188.13,46478800.0,4.530000000000001,1.0,0.024079094243342376,1.0,0.08880733656915475,1806.0,122.11008778258778,5879.0,649.0301192649923,0.110398047161931,12971.0,1688.2628118825626,0.13015671975040957,1375.0,122.11008778258778,0.08880733656915475,0.5294241417497234,956.1400000000006,0.5807345454545457,798.5100000000003,0.5249311107331182,3086.0700000000015,0.5475414385937865,7102.1600000000035,0,1,0,0,0,0,0
-46,187.24,191.63,186.21,190.21,36928300.0,2.0800000000000125,1.0,0.010935282056674267,1.0,0.16049023156977665,1375.0,236.5626013338508,5028.0,484.78466297591194,0.09641699740968813,12518.0,1453.7183341612085,0.1161302391884653,1474.0,236.5626013338508,0.16049023156977665,0.5807345454545457,798.5100000000003,0.5838873812754416,860.6500000000009,0.5425119331742245,2727.750000000001,0.5529181977951757,6921.430000000009,0,1,0,0,0,0,0
-43,186.74,187.43,181.82,182.68,41925300.0,-7.530000000000001,0.0,-0.041219619005911985,-1.0,0.10295998322931207,1262.0,149.90973558187838,3916.0,530.4084502567533,0.13544648882961013,11170.0,1301.5486573043336,0.11652181354559835,1456.0,149.90973558187838,0.10295998322931207,0.643668779714739,812.3100000000006,0.618846153846156,901.0400000000031,0.5987742594484169,2344.8000000000006,0.5576884512085947,6229.380000000003,0,1,0,0,0,0,0
-42,175.31,178.36,172.5,173.95,67825200.0,-8.730000000000018,0.0,-0.05018683529749939,-2.0,0.09418785734827838,1456.0,129.69667956857933,3898.0,443.75558450478087,0.11384186364925113,10400.0,1165.1028488145437,0.11202912007832151,1377.0,129.69667956857933,0.09418785734827838,0.618846153846156,901.0400000000031,0.6112854030501096,841.7400000000009,0.6119009748589027,2385.190000000003,0.5743836538461543,5973.590000000005,0,1,0,0,0,0,0
-41,176.65,177.18,173.52,173.75,31124200.0,-0.19999999999998863,0.0,-0.001151079136690582,0.0,0.09206444637120453,1377.0,122.26158478095962,4095.0,416.72045795950066,0.10176323759694766,9930.0,1096.2141202264656,0.11039417122119492,1328.0,122.26158478095962,0.09206444637120453,0.6112854030501096,841.7400000000009,0.6356174698795186,844.1000000000007,0.623953601953603,2555.0900000000047,0.5883413897280972,5842.230000000006,0,1,0,0,0,0,0
-39,171.94,173.57,169.15,169.34,23624000.0,-4.409999999999997,0.0,-0.026042281799929116,-1.0,0.0945498030837077,1219.0,126.88583573833573,3924.0,351.69533993598947,0.08962674310295349,9296.0,1032.013525774621,0.1110169455437415,1342.0,126.88583573833573,0.0945498030837077,0.6442986054142755,785.4000000000019,0.622675111773473,835.6300000000008,0.629775739041795,2471.2400000000034,0.6150043029259904,5717.080000000007,0,1,0,0,0,0,0
-36,171.25,171.95,167.34,171.63,44998500.0,2.289999999999992,1.0,0.013342655712870664,1.0,0.09883101095672356,1293.0,155.95533528970978,4040.0,360.8134834741974,0.08931026818668253,9420.0,862.4185589920652,0.09155186401189652,1578.0,155.95533528970978,0.09883101095672356,0.5602320185614874,724.3800000000032,0.5586882129277563,881.6099999999994,0.5955990099009929,2406.220000000011,0.6134288747346092,5778.500000000018,0,1,0,0,0,0,0
-35,168.57,171.78,167.95,171.25,41387400.0,-0.37999999999999545,0.0,-0.0022189781021897544,0.0,0.11915259204955586,1578.0,195.29109836922206,4276.0,389.8829830255715,0.09117936927632636,9542.0,868.4641586998966,0.09101489820791203,1639.0,195.29109836922206,0.11915259204955586,0.5586882129277563,881.6099999999994,0.6347223917022561,1040.3099999999977,0.5734798877455588,2452.2000000000094,0.6035495703206889,5759.070000000013,0,1,0,0,0,0,0
-34,173.7,178.18,171.93,177.84,46062500.0,6.590000000000003,1.0,0.037055780476833125,1.0,0.14040531172136023,1639.0,249.78104955229986,4510.0,476.0488867613847,0.105554076887225,9804.0,934.0585775005394,0.09527321271935327,1779.0,249.78104955229986,0.14040531172136023,0.6347223917022561,1040.3099999999977,0.7114052838673393,1265.5899999999965,0.5867627494456763,2646.3,0.6076744186046522,5957.64000000001,0,1,0,0,0,0,0
-33,179.53,179.67,174.66,176.47,41770000.0,-1.3700000000000045,0.0,-0.0077633592111973964,0.0,0.1344878439349384,1779.0,313.62565205627635,4996.0,601.0274832112317,0.12030173803267248,10255.0,1061.5780422718797,0.10351809285927642,2332.0,313.62565205627635,0.1344878439349384,0.7114052838673393,1265.5899999999965,0.6003687821612395,1400.0600000000104,0.6380124099279412,3187.509999999994,0.6220507069722093,6379.1300000000065,0,1,0,0,0,0,0
-32,177.2,177.24,174.0,175.52,39531500.0,-0.9499999999999886,0.0,-0.005412488605287082,0.0,0.09258538979273384,2332.0,167.67214091464098,5750.0,758.6977999777982,0.13194744347439968,11368.0,1275.4666187417056,0.11219797842555468,1811.0,167.67214091464098,0.09258538979273384,0.6003687821612395,1400.0600000000104,0.6033130866924353,1092.6000000000004,0.6445147826086964,3705.9600000000046,0.6152172765658,6993.790000000015,0,1,0,0,0,0,0
-29,181.3,181.77,178.1,181.65,40802500.0,6.1299999999999955,1.0,0.0337462152491054,1.0,0.09661814747752244,1150.0,160.77259740259734,4106.0,376.81612757612754,0.09177207198639248,11434.0,1291.4692628436358,0.11294990929190447,1664.0,160.77259740259734,0.09661814747752244,0.6666608695652196,766.6600000000026,0.6708173076923102,1116.240000000004,0.6252630297126166,2567.3300000000036,0.6257565156550645,7154.900000000008,0,1,0,0,0,0,0
-28,177.85,179.26,173.25,173.66,41344300.0,-7.990000000000009,0.0,-0.04600944374064269,-1.0,0.12679821154211748,1664.0,218.47331848706844,3959.0,369.91658406408396,0.09343687397425712,11520.0,1296.2865249565232,0.11252487195803153,1723.0,218.47331848706844,0.12679821154211748,0.6708173076923102,1116.240000000004,0.6602437608821856,1137.6000000000058,0.654450618843144,2590.970000000007,0.6414522569444454,7389.530000000012,0,1,0,0,0,0,0
-26,168.82,171.79,167.5,171.73,43098400.0,-1.9300000000000068,0.0,-0.011238572177255034,-1.0,0.10030411839746858,2390.0,196.09455146705108,5777.0,787.2136153892468,0.13626685397078878,12215.0,1477.6553950216505,0.12097056037835861,1955.0,196.09455146705108,0.10030411839746858,0.7541213389121403,1802.3500000000154,0.6466189258312027,1264.1400000000012,0.7021274017656266,4056.190000000025,0.6568628735161718,8023.580000000039,0,1,0,0,0,0,0
-25,170.52,171.5,165.42,165.6,42281600.0,-6.1299999999999955,0.0,-0.03701690821256036,-1.0,0.08520843578327128,1955.0,129.51682239057234,6068.0,822.5355694537005,0.13555299430680628,11838.0,1360.1242944324254,0.11489477060588152,1520.0,129.51682239057234,0.08520843578327128,0.6466189258312027,1264.1400000000012,0.6721842105263144,1021.7199999999979,0.6928295978905771,4204.090000000022,0.6663000506842397,7887.66000000003,0,1,0,0,0,0,0
-8,145.61,148.95,144.08,144.31,37169200.0,-3.8400000000000034,0.0,-0.026609382579169866,-1.0,0.14070228977990304,2.220446049250313e-16,90.19016774891784,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,641.0,90.19016774891784,0.14070228977990304,0.0,0.0,0.6579095163806548,421.7199999999997,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
-6,145.76,154.54,144.21,154.48,58582500.0,10.169999999999987,1.0,0.06583376488865865,2.0,0.058517929944887706,1238.0,87.42578733766223,1879.0,199.69095869408397,0.10627512437151888,1879.0,199.69095869408397,0.10627512437151888,1494.0,87.42578733766223,0.058517929944887706,0.6322778675282738,782.760000000003,0.4846184738955795,724.0199999999958,0.641021820117085,1204.4800000000027,0.641021820117085,1204.4800000000027,0,1,0,0,0,0,0
-5,153.17,154.08,147.5,153.47,53117100.0,-1.009999999999991,0.0,-0.0065810907669250724,0.0,0.05746968295887137,1494.0,107.64071618196608,3373.0,287.1167460317462,0.08512207116268787,3373.0,287.1167460317462,0.08512207116268787,1873.0,107.64071618196608,0.05746968295887137,0.4846184738955795,724.0199999999958,0.45067271756539895,844.1099999999923,0.5717462199822113,1928.4999999999986,0.5717462199822113,1928.4999999999986,0,1,0,0,0,0,0
-4,154.8,155.8,151.9,153.55,42291400.0,0.0800000000000125,1.0,0.0005210029306415663,0.0,0.07201337080723048,1873.0,106.72381553631557,4605.0,304.5672944647945,0.06613839184903246,5246.0,394.7574622137123,0.07524923031142057,1482.0,106.72381553631557,0.07201337080723048,0.45067271756539895,844.1099999999923,0.575553306342779,852.9699999999984,0.5105081433224736,2350.8899999999912,0.5285188715211573,2772.609999999991,0,1,0,0,0,0,0
-1,155.81,156.63,153.8,155.04,35003500.0,1.4899999999999807,1.0,0.009610423116614943,0.0,0.09404297807722453,1274.0,102.97706099456086,3971.0,127.49012866762874,0.03210529555971512,9217.0,522.247590881341,0.05666134218089845,1095.0,102.97706099456086,0.09404297807722453,0.5323390894819464,678.1999999999997,0.6441643835616452,705.3600000000015,0.5526089146310748,2194.409999999998,0.5388976890528359,4967.019999999989,0,1,0,0,0,0,0
1,152.24,156.13,151.59,155.21,37039700.0,0.17000000000001592,1.0,0.0010952902519168605,0.0,0.07340756185226856,1125.0,159.14759409571823,3494.0,185.31311611999084,0.053037526078989934,9558.0,502.5577142764638,0.05257979852233352,2168.0,159.14759409571823,0.07340756185226856,0.6113777777777785,687.8000000000008,0.46453413284132716,1007.1099999999973,0.5928334287349748,2071.360000000002,0.5394120108809362,5155.699999999988,0,1,0,0,0,0,0
2,141.51,143.22,139.57,139.75,91312200.0,-15.460000000000008,0.0,-0.11062611806797859,-2.0,0.07335409557404227,2168.0,95.8004488196992,4388.0,339.148676184925,0.07729003559364746,10232.0,574.2795210345198,0.056125832782888956,1306.0,95.8004488196992,0.07335409557404227,0.46453413284132716,1007.1099999999973,0.38316998468606217,500.41999999999723,0.5470077484047401,2400.2699999999995,0.5315471071149326,5438.78999999999,0,1,0,0,0,0,0
8,148.7,151.88,147.07,150.68,45099100.0,2.5100000000000193,1.0,0.016657817892222055,1.0,0.057627515157847226,2.220446049250313e-16,45.122344368594376,2.220446049250313e-16,0.0,0.0,3474.0,254.94804291541743,0.07338746197910692,783.0,45.122344368594376,0.057627515157847226,0.0,0.0,0.6458876117496808,505.73,0.0,0.0,0.4339464594127791,1507.5299999999945,0,1,0,0,0,0,0
9,149.89,151.33,148.28,151.16,35780700.0,0.47999999999998977,1.0,0.003175443238952036,0.0,0.0811302104274327,783.0,94.92234620009626,783.0,45.122344368594376,0.057627515157847226,2089.0,140.92279318829358,0.06745945102359674,1170.0,94.92234620009626,0.0811302104274327,0.6458876117496808,505.73,0.6379914529914559,746.4500000000033,0.6458876117496808,505.73,0.48164193393968274,1006.1499999999972,0,1,0,0,0,0,0
13,148.27,148.68,146.66,147.43,32439200.0,-2.25,0.0,-0.015261480024418368,-1.0,0.15690104166666663,26.0,10.041666666666664,26.0,0.7393939393939393,0.028438228438228432,1979.0,140.78408450808456,0.07113900177265516,64.0,10.041666666666664,0.15690104166666663,0.5638461538461538,14.659999999999998,0.6243750000000005,39.96000000000003,0.5638461538461538,14.659999999999998,0.6401414855987889,1266.8400000000033,0,1,0,0,0,0,0
14,147.7,150.76,147.48,150.45,28710900.0,3.019999999999982,1.0,0.020073113991359137,1.0,0.08000974584633742,64.0,86.97059373496879,90.0,10.781060606060603,0.11978956228956225,2043.0,150.82575117475125,0.07382562465724486,1087.0,86.97059373496879,0.08000974584633742,0.6243750000000005,39.96000000000003,0.6280128794848221,682.6500000000016,0.6068888888888891,54.620000000000026,0.6396475770925126,1306.8000000000034,0,1,0,0,0,0,0
15,150.46,153.21,150.38,152.29,30569700.0,1.8400000000000034,1.0,0.012082211570030886,1.0,0.08303398867632683,1087.0,125.71345885595882,1177.0,97.75165434102938,0.08305153300002496,3130.0,237.79634490972,0.07597327313409585,1514.0,125.71345885595882,0.08303398867632683,0.6280128794848221,682.6500000000016,0.5655085865257585,856.1799999999984,0.6263976210705196,737.2700000000016,0.6356070287539951,1989.4500000000048,0,1,0,0,0,0,0
16,151.56,154.96,150.63,153.19,29821200.0,0.9000000000000057,1.0,0.005875057118610912,0.0,0.07993860661909324,1514.0,128.9409724765974,2665.0,222.72571925759425,0.08357437870829053,3861.0,318.38745939708446,0.08246243444627932,1613.0,128.9409724765974,0.07993860661909324,0.5655085865257585,856.1799999999984,0.6636887786732794,1070.5299999999995,0.5924165103189494,1578.79,0.6060347060347069,2339.9000000000033,0,1,0,0,0,0,0
17,154.8,155.17,153.31,154.13,33751000.0,0.9399999999999977,1.0,0.006098747810290001,0.0,0.07566905129059404,1613.0,111.38484349975442,4214.0,341.62502506752503,0.08106906147781799,4304.0,352.40608567358566,0.08187873737769184,1472.0,111.38484349975442,0.07566905129059404,0.6636887786732794,1070.5299999999995,0.6285665760869569,925.2500000000005,0.6192121499762694,2609.359999999999,0.6189544609665425,2663.979999999999,0,1,0,0,0,0,0
21,153.73,154.04,150.0,150.67,30394000.0,-3.460000000000008,0.0,-0.02296409371474088,-1.0,0.12455585803737246,1464.0,212.24318209568267,4834.0,262.92283408720976,0.05439032562830157,10520.0,715.9327026544893,0.06805443941582598,1704.0,212.24318209568267,0.12455585803737246,0.6415642076502752,939.250000000003,0.6948180751173787,1183.9700000000132,0.6052896152254872,2925.970000000005,0.6141235741444871,6460.5800000000045,0,1,0,0,0,0,0
22,151.51,152.48,149.1,151.28,23130600.0,0.6100000000000136,1.0,0.004032258064516219,0.0,0.07610694278400885,1704.0,137.22081783956796,4899.0,455.5723155779418,0.09299292010164152,11137.0,841.2052910152031,0.07553248550015293,1803.0,137.22081783956796,0.07610694278400885,0.6948180751173787,1183.9700000000132,0.6808707709373302,1227.6100000000063,0.6479934680547088,3174.5200000000186,0.6251144832540196,6961.900000000017,0,1,0,0,0,0,0
23,151.47,151.83,149.14,150.08,25441500.0,-1.1999999999999886,0.0,-0.00799573560767583,0.0,0.07969126657143387,1803.0,131.09213351000872,4971.0,502.1525144300153,0.1010163979943704,11426.0,852.7126499988121,0.07462914843329356,1645.0,131.09213351000872,0.07969126657143387,0.6808707709373302,1227.6100000000063,0.6477082066869307,1065.4800000000012,0.6740756387044906,3350.8300000000227,0.641810782426048,7333.3300000000245,0,1,0,0,0,0,0
24,152.82,155.42,151.68,155.06,33535500.0,4.97999999999999,1.0,0.0321166000257964,1.0,0.09584615936652409,1645.0,140.60631579069084,5152.0,480.5561334452593,0.09327564701965436,11458.0,854.8638110322235,0.07460846666366062,1467.0,140.60631579069084,0.09584615936652409,0.6477082066869307,1065.4800000000012,0.711533742331291,1043.8200000000038,0.6748951863354077,3477.0600000000204,0.6395775877116447,7328.280000000026,0,1,0,0,0,0,0
27,153.12,153.65,151.03,153.62,26192100.0,-1.4399999999999977,0.0,-0.009373779455800011,0.0,0.055866647913374055,1327.0,70.39197637085131,3979.0,358.26815468327976,0.09003974734437792,10595.0,991.5128026233037,0.09358308660908955,1260.0,70.39197637085131,0.055866647913374055,0.6992690278824435,927.9300000000025,0.6087301587301611,767.0000000000031,0.6965971349585344,2771.7600000000084,0.6784398301085447,7188.0700000000315,0,1,0,0,0,0,0
28,153.57,155.42,151.47,152.03,41587200.0,-1.5900000000000034,0.0,-0.010458462145629175,-1.0,0.04574659239647155,1260.0,56.771521164021195,3772.0,288.05381526344024,0.07636633490547197,10391.0,909.2162644993904,0.08750036228461076,1241.0,56.771521164021195,0.04574659239647155,0.6087301587301611,767.0000000000031,0.49962127316680083,620.0299999999999,0.6614369034994718,2494.940000000008,0.6751823693581014,7015.8200000000315,0,1,0,0,0,0,0
29,160.45,163.3,157.48,162.42,61109800.0,10.389999999999986,1.0,0.06396995443910841,2.0,0.10929244344271034,1241.0,224.92384860509787,3828.0,255.64139775039772,0.0667819743339597,9928.0,753.744603567729,0.07592109222076239,2058.0,224.92384860509787,0.10929244344271034,0.49962127316680083,620.0299999999999,0.5321574344023339,1095.180000000003,0.6047439916405448,2314.9600000000055,0.6498670427074958,6451.880000000019,0,1,0,0,0,0,0
30,163.26,166.1,161.74,163.59,40739600.0,1.170000000000016,1.0,0.007152026407482217,0.0,0.07054479811296091,2058.0,42.0446996753247,4559.0,352.08734613997035,0.07722907351172853,10183.0,841.4476343332587,0.08263258708958644,596.0,42.0446996753247,0.07054479811296091,0.5321574344023339,1095.180000000003,0.6099496644295306,363.5300000000002,0.5444636981794266,2482.210000000006,0.6205882352941191,6319.450000000015,0,1,0,0,0,0,0
31,164.1,166.08,163.09,163.67,32668100.0,0.07999999999998408,1.0,0.0004887884157144504,0.0,0.1091532057008245,596.0,59.597650312650174,3895.0,323.74006944444375,0.08311683426044769,9134.0,752.4002004985748,0.08237357132675441,546.0,59.597650312650174,0.1091532057008245,0.6099496644295306,363.5300000000002,0.6728021978021985,367.3500000000004,0.5336944801026965,2078.740000000003,0.6150098532953815,5617.500000000015,0,1,0,0,0,0,0
34,164.54,168.72,164.41,168.32,31495500.0,4.650000000000006,1.0,0.02762595057034224,1.0,0.06586470720663452,1206.0,77.91794862544864,2942.0,268.51281628094114,0.09126880227088414,8097.0,662.6448620962364,0.08183831815440736,1183.0,77.91794862544864,0.06586470720663452,0.6448009950248774,777.6300000000022,0.6132797971259515,725.5100000000007,0.6478993881713134,1906.1200000000042,0.5868667407681869,4751.86000000001,0,1,0,0,0,0,0
35,169.9,172.08,169.4,171.2,36101600.0,2.8799999999999955,1.0,0.016822429906542032,1.0,0.09016499381254163,1183.0,136.96062560125074,3579.0,286.8331145937396,0.08014336814577804,8020.0,670.1708343508336,0.08356244817342065,1519.0,136.96062560125074,0.09016499381254163,0.6132797971259515,725.5100000000007,0.6221329822251493,945.0200000000018,0.6326571668063717,2264.2800000000043,0.5873279301745646,4710.370000000008,0,1,0,0,0,0,0
36,171.66,172.56,169.89,171.25,28239600.0,0.05000000000001137,1.0,0.0002919708029197744,0.0,0.0693429562414421,1519.0,112.19690319865332,3908.0,303.75227462352484,0.0777257611626215,8298.0,750.3599387880631,0.09042660144469307,1618.0,112.19690319865332,0.0693429562414421,0.6221329822251493,945.0200000000018,0.6255809641532775,1012.1900000000029,0.6264483111566029,2448.1600000000044,0.6068161002651253,5035.36000000001,0,1,0,0,0,0,0
37,169.45,170.96,167.42,168.01,31741700.0,-3.240000000000009,0.0,-0.019284566394857504,-1.0,0.044195171896444875,1618.0,108.49914700577217,4320.0,327.0754774253527,0.07571191607068349,7858.0,637.6329933816186,0.08114443794624823,2455.0,108.49914700577217,0.044195171896444875,0.6255809641532775,1012.1900000000029,0.5297881873727092,1300.630000000001,0.6210000000000012,2682.7200000000053,0.6302328836854174,4952.37000000001,0,1,0,0,0,0,0
38,166.81,168.46,166.24,168.21,23820000.0,0.20000000000001705,1.0,0.0011889899530349982,0.0,0.10742629661019935,2455.0,229.569995855996,5592.0,357.65667580567623,0.06395863301245998,9717.0,704.087440712066,0.07245934349203108,2137.0,229.569995855996,0.10742629661019935,0.5297881873727092,1300.630000000001,0.5605428170332251,1197.880000000002,0.5825894134477836,3257.8400000000056,0.6060996192240414,5889.47000000001,0,1,0,0,0,0,0
41,168.84,169.0,167.06,167.24,20993400.0,-0.9699999999999989,0.0,-0.005800047835446059,0.0,0.08079522335339938,1818.0,128.464405131905,5732.0,484.7430964914716,0.08456788145350168,12507.0,920.3177209225964,0.0735842105159188,1590.0,128.464405131905,0.08079522335339938,0.6160726072607281,1120.0200000000036,0.5932641509433965,943.2900000000004,0.5724720865317524,3281.410000000005,0.5808555209082923,7264.760000000011,0,1,0,0,0,0,0
42,167.9,168.79,167.51,168.68,22283500.0,1.4399999999999977,1.0,0.008536874555371103,0.0,0.06327052173680023,1590.0,116.79738312613321,5185.0,383.6375057673806,0.07398987575070022,12914.0,970.8641774290529,0.07517919911948683,1846.0,116.79738312613321,0.06327052173680023,0.5932641509433965,943.2900000000004,0.6289165763813687,1160.9800000000066,0.5837647058823536,3026.8200000000033,0.5794130401115078,7482.540000000012,0,1,0,0,0,0,0
43,169.18,170.25,167.72,167.98,22490200.0,-0.700000000000017,0.0,-0.004167162757471229,0.0,0.09975344997426171,1846.0,213.17312259499727,5254.0,406.6157956395458,0.07739166266455003,13241.0,950.7009349539354,0.07179978362313537,2137.0,213.17312259499727,0.09975344997426171,0.6289165763813687,1160.9800000000066,0.5836031820308871,1247.1600000000058,0.6136829082603751,3224.2900000000104,0.5814137904992082,7698.5000000000155,0,1,0,0,0,0,0
44,167.52,169.05,167.19,168.59,21835700.0,0.6100000000000136,1.0,0.003618245447535522,0.0,0.1350707965269713,2137.0,247.71984083046533,5573.0,458.4349108530355,0.08225998759250593,13760.0,1051.6771543502794,0.07643002575220054,1834.0,247.71984083046533,0.1350707965269713,0.5836031820308871,1247.1600000000058,0.6673609596510387,1223.940000000005,0.6013691010227907,3351.4300000000126,0.5765603197674432,7933.470000000018,0,1,0,0,0,0,0
45,169.04,169.48,167.56,168.22,24626800.0,-0.37000000000000455,0.0,-0.0021995006539056268,0.0,0.11244608513090883,1834.0,233.77541098715946,5817.0,577.6903465515958,0.09931070079965545,13139.0,1190.8978481749723,0.09063839319392437,2079.0,233.77541098715946,0.11244608513090883,0.6673609596510387,1223.940000000005,0.7178595478595488,1492.4300000000019,0.6243905793364307,3632.080000000017,0.5979739706218147,7856.7800000000225,0,1,0,0,0,0,0
49,167.52,169.23,167.3,168.72,18972800.0,0.5,1.0,0.0029634898055950687,0.0,0.13130737851305832,1396.0,239.24204365079225,4604.0,350.7043955905202,0.07617384786935713,12500.0,1162.1701531292754,0.09297361225034204,1822.0,239.24204365079225,0.13130737851305832,0.5980659025787973,834.900000000001,0.6553567508232696,1194.0599999999972,0.6250955690703739,2877.9400000000014,0.6401960000000017,8002.450000000021,0,1,0,0,0,0,0
50,168.98,171.08,168.78,169.81,26114400.0,1.0900000000000034,1.0,0.006418938813968573,0.0,0.09059518352417299,1822.0,147.03598285973277,4848.0,416.80784420209267,0.08597521538822044,12476.0,1284.6148136539346,0.10296688150480399,1623.0,147.03598285973277,0.09059518352417299,0.6553567508232696,1194.0599999999972,0.6434195933456563,1044.2700000000002,0.6239542079207914,3024.9299999999967,0.6440790317409435,8035.530000000012,0,1,0,0,0,0,0
