,relative_day,up_rate,up_cat,company,1_day_sentiment_score,past_7_days_senti_avg,past_3_days_senti_avg,1_day_news_count,1_day_overall_sentiment_score,open,high,low,close,volume
119,-29,0.0,0,amazon,0.17145069852961403,0.10029251110667413,0.04919965121114547,1226,210.1985563973068,1769.46,1778.34,1730.0,1772.36,6862300
120,-28,-0.05865625493692016,-2,amazon,0.14016200685661476,0.10692867872576357,0.057150232843204675,1275,178.7065587421838,1756.0,1770.34,1665.0,1668.4,8694500
121,-26,0.0,0,amazon,0.15029169466055073,0.085931054907921,0.10387090179540959,1119,168.17640632515625,1614.87,1701.05,1609.85,1699.19,8789400
122,-25,-0.04123141026018276,-1,amazon,0.1796482527668692,0.08707190766860227,0.09681790050572182,1077,193.48116822991813,1705.07,1718.93,1625.46,1629.13,7576100
123,-8,0.0,0,amazon,0.1787262477423877,0.0,0.0,364,65.05635417822913,1346.0,1396.03,1307.0,1343.96,7220000
124,-6,0.0,0,amazon,0.14420441834970485,0.025532321106055387,0.05957541591412924,838,120.84330257705267,1368.89,1473.16,1363.01,1470.9,10411800
125,-5,-0.0062954653613433885,0,amazon,0.15592462143888103,0.046132952298870364,0.10764355536403085,824,128.48188806563797,1454.2,1469.0,1390.31,1461.64,9722000
126,-4,0.01120658985796768,1,amazon,0.11937357933213542,0.0684078982187105,0.10004301326286195,935,111.61429667554663,1473.35,1513.47,1449.0,1478.02,8829000
127,-1,0.0,0,amazon,0.17951636118242223,0.08546126669472986,0.03979119311071181,688,123.5072564935065,1510.8,1520.76,1487.0,1501.97,6954500
128,13,0.0,0,amazon,0.06171874999999998,0.03712510909933505,0.0,32,1.9749999999999994,1615.0,1648.2,1595.15,1617.21,6005900
129,15,0.005505923944200284,0,amazon,0.05084709296941904,0.03371662296335781,-0.007953134317280218,1122,57.05043831168816,1684.22,1705.0,1675.88,1683.78,6366900
130,16,0.0056064331444725885,0,amazon,0.1287322838407595,0.02081531147821316,0.008995896672526128,1112,143.15029963092456,1680.0,1700.17,1677.5,1693.22,4208900
131,17,0.0017599603123043775,0,amazon,0.16188091142922187,0.022245710551191126,0.03133374128611264,1154,186.81057178932204,1712.0,1716.2,1691.54,1696.2,6020500
