features:,relative_day,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.30158730158730157,0.23809523809523808,0.5396825396825397,
amazon,0.4126984126984127,0.31746031746031744,0.6031746031746031,
facebook,0.36507936507936506,0.2222222222222222,0.5079365079365079,
google,0.3333333333333333,0.2777777777777778,0.5,
microsoft,0.3968253968253968,0.3492063492063492,0.5714285714285714,
netflix,0.3492063492063492,0.2857142857142857,0.4603174603174603,
tesla,0.2222222222222222,0.2698412698412698,0.3968253968253968,

features:,past_3_days_senti_avg,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.47619047619047616,0.3333333333333333,0.5238095238095238,
amazon,0.5079365079365079,0.36507936507936506,0.6190476190476191,
facebook,0.49206349206349204,0.3968253968253968,0.5238095238095238,
google,0.3888888888888889,0.4444444444444444,0.5,
microsoft,0.5396825396825397,0.4126984126984127,0.5873015873015873,
netflix,0.31746031746031744,0.2857142857142857,0.47619047619047616,
tesla,0.38095238095238093,0.4126984126984127,0.4603174603174603,

features:,past_7_days_senti_avg,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.3968253968253968,0.2698412698412698,0.5238095238095238,
amazon,0.38095238095238093,0.31746031746031744,0.6190476190476191,
facebook,0.31746031746031744,0.19047619047619047,0.5238095238095238,
google,0.16666666666666666,0.2222222222222222,0.5,
microsoft,0.47619047619047616,0.2222222222222222,0.5873015873015873,
netflix,0.3492063492063492,0.2857142857142857,0.47619047619047616,
tesla,0.3492063492063492,0.31746031746031744,0.4603174603174603,

features:,1_day_sentiment_score,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.31746031746031744,0.2698412698412698,0.5238095238095238,
amazon,0.5396825396825397,0.3333333333333333,0.6190476190476191,
facebook,0.31746031746031744,0.3492063492063492,0.5238095238095238,
google,0.3888888888888889,0.1111111111111111,0.5,
microsoft,0.4126984126984127,0.3333333333333333,0.5873015873015873,
netflix,0.2857142857142857,0.2698412698412698,0.47619047619047616,
tesla,0.2698412698412698,0.25396825396825395,0.4603174603174603,

features:,1_day_news_count,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.3333333333333333,0.2857142857142857,0.47619047619047616,
amazon,0.3492063492063492,0.25396825396825395,0.6031746031746031,
facebook,0.2222222222222222,0.2222222222222222,0.49206349206349204,
google,0.4444444444444444,0.3333333333333333,0.5,
microsoft,0.3968253968253968,0.36507936507936506,0.49206349206349204,
netflix,0.3333333333333333,0.25396825396825395,0.42857142857142855,
tesla,0.3968253968253968,0.25396825396825395,0.3492063492063492,

features:,1_day_overall_sentiment_score,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.3968253968253968,0.30158730158730157,0.5238095238095238,
amazon,0.42857142857142855,0.4126984126984127,0.5238095238095238,
facebook,0.38095238095238093,0.30158730158730157,0.3968253968253968,
google,0.3888888888888889,0.3888888888888889,0.5,
microsoft,0.5079365079365079,0.3333333333333333,0.5555555555555556,
netflix,0.30158730158730157,0.09523809523809523,0.38095238095238093,
tesla,0.2857142857142857,0.2222222222222222,0.2222222222222222,

features:,relative_day,past_3_days_senti_avg,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.31746031746031744,0.42857142857142855,0.5238095238095238,
amazon,0.3968253968253968,0.3492063492063492,0.6349206349206349,
facebook,0.3968253968253968,0.3492063492063492,0.4444444444444444,
google,0.3333333333333333,0.3333333333333333,0.5,
microsoft,0.4126984126984127,0.36507936507936506,0.5238095238095238,
netflix,0.3492063492063492,0.2857142857142857,0.31746031746031744,
tesla,0.2698412698412698,0.3333333333333333,0.38095238095238093,

features:,relative_day,past_7_days_senti_avg,
response:,up_cat
 ,KNN,DecisionTree,SMV,
apple,0.30158730158730157,0.2857142857142857,0.5238095238095238,
amazon,0.3968253968253968,0.42857142857142855,0.6349206349206349,
facebook,0.3968253968253968,0.25396825396825395,0.4444444444444444,
google,0.3333333333333333,0.2777777777777778,0.5,
microsoft,0.4126984126984127,0.4126984126984127,0.5238095238095238,
netflix,0.3333333333333333,0.31746031746031744,0.31746031746031744,
tesla,0.2698412698412698,0.3492063492063492,0.38095238095238093,



